Armed conflicts and attacks,2016-03-12,"The Islamic State of Iraq and the Levant fire mortars containing an unidentified chemical agent killing one and injuring 600 in Taza Khurmatu, Iraq. "
Armed conflicts and attacks,2016-03-19,"A United States Department of Defense official says a U.S. soldier was killed in the town of Makhmur, Erbil Governorate, by a rocket fired by ISIL. ''It was a lucky strike by ISIS,'' according to the official. "
Armed conflicts and attacks,2016-03-25,"At least 30 people are killed in a suicide attack on a football stadium south of Baghdad, Iraq. The Islamic State of Iraq and the Levant claims responsibility for attack. "
Armed conflicts and attacks,2016-04-02,"Iraqi security forces free a large number of prisoners from an underground ISIL-operated jail in the city of Hīt. Malallah al-Obeidi, a local official in the Al Anbar Governorate, put the number of freed prisoners at around 1,500, saying most of them were civilians. "
Armed conflicts and attacks,2016-04-04,More than 20 people have been killed in attacks targeting Shiite militias and government forces. 
Armed conflicts and attacks,2016-04-08,"The Iraqi Army recaptures the western town of Hīt, Al Anbar Governorate, after driving out hundreds of ISIL militants. "
Armed conflicts and attacks,2016-04-18,"During a visit to Baghdad, U.S. Defense Secretary Ash Carter announces that the United States will be sending more troops to the country to help in the fight against ISIL. The U.S. also plans to give Kurdish Peshmerga forces, which are fighting ISIL on the ground, more than $400m "
Armed conflicts and attacks,2016-04-19,"Iraqi officials, following arrested IS militants' directions, uncover two mass graves with bodies of about 40 people in Ramadi. "
Armed conflicts and attacks,2016-04-22,A suicide bomber kills at least nine people at a Shi'ite mosque in southwestern Baghdad. A second attacker was shot dead by security forces before he could detonate his explosives. 
Armed conflicts and attacks,2016-04-23,"Two separate car bombs kill at least 12 people in Iraq's capital, Baghdad. The Islamic State claims responsibility for the blast at the security checkpoint in a northern district that killed nine and injured 28 others. Three people are killed and 11 injured at the second bombing in southern Baghdad that targeted an army convoy; no group has claimed responsibility. "
Armed conflicts and attacks,2016-04-24,At least 14 people have been killed in suicide bombing attacks in Baghdad. 
Armed conflicts and attacks,2016-04-27,"Senior Kurdish and Shi'ite Muslim leaders agree to withdraw from Tuz Khurmato, Iraq, where recent violence has killed more than 10 people. "
Law and crime,2016-04-27,"Iraqi authorities ban Qatar-based satellite television network Al Jazeera from broadcasting in the country and closes its offices in Baghdad, accusing it of violating government guidelines issued in 2014 to regulate media “during the war on terror''. "
Armed conflicts and attacks,2016-04-30,A car bombing in southeastern Baghdad kills at least 19 and injures nearly 50 Shi'ite pilgrims. ISIL has claimed responsibility. 
Armed conflicts and attacks,2016-05-01,"Two car bombs kill at least 32 people and wounded 75 others in Samawa, Iraq. Islamic State of Iraq and the Levant claims responsibility for the attack. "
Armed conflicts and attacks,2016-05-02,"Three bombings in and around Baghdad kill at least 14, including Shiite pilgrims, and injure more than 30. "
Armed conflicts and attacks,2016-05-03,"According to the United States Department of Defense, ISIL fighters killed a Navy SEAL near Erbil. The sailor was assisting Kurdish Peshmerga forces in repelling an attack on the area. The SEAL was later identified as Arizona native Charles Keating IV, the son of Charles Keating III, and the grandson of the convicted noted late financier Charles Keating Jr., who was embroiled in the 1980s savings and loan scandal. "
Armed conflicts and attacks,2016-05-09,The Pentagon announces the death of Islamic State of Iraq and Syria 
Armed conflicts and attacks,2016-05-11,"At least 64 people are killed and 87 injured in a bomb attack on a market in Sadr City, Baghdad. Islamic State of Iraq and the Levant "
Armed conflicts and attacks,2016-05-12,A twin suicide bombing attack at a police station in Baghdad kills five people. Yesterday 93 people had been killed and 165 injured in the deadliest day of attacks in Iraq this year. 
Armed conflicts and attacks,2016-05-13,"Three gunmen open fire on a Real Madrid supporters club meeting in a cafe in Samarra northern Iraq, killing at least 14 and wounding 25. Islamic State of Iraq and Syria claims responsibility for attack. "
Armed conflicts and attacks,2016-05-14,"At least 14 suicide bombers attack a complex, killing themselves and at least 6 people. "
Armed conflicts and attacks,2016-05-15,"Suicide bomb attacks in a state owned cooking gas plant in Taji, north of Baghdad, kill at least 18 people, while 11 others die in attacks across the country. "
Armed conflicts and attacks,2016-05-17,"17 May 2016 Baghdad bombings At least 69 people are killed and 230 injured in a series of bomb attacks targeting Shiite neighborhoods in Baghdad, Iraq. Islamic State of Iraq and Syria claims responsibility for some of the attacks. "
Armed conflicts and attacks,2016-05-18,"Iraqi police claim ISIL militants fired chemical weapons, suspected to be mustard gas or chlorine, in the May 8 attacks on Bashir near Kirkuk, Iraq. "
Armed conflicts and attacks,2016-05-20,Iraqi Army forces helped by U.S. airstrikes recapture the southwestern city of Ar-Rutbah from the Islamic State of Iraq and the Levant group. The victory will allow for the re-opening of the Baghdad-Amman highway. 
Armed conflicts and attacks,2016-05-22,Iraqi Prime Minister Haider al-Abadi announces the start of a military operation to recapture Falluja from Islamic State of Iraq and Syria. 
Armed conflicts and attacks,2016-05-23,"The Iraqi government begins Operation Breaking Terrorism, aimed at retaking the city of Fallujah, which has been under the control of the Islamic State of Iraq and the Levant group since early 2014. "
Armed conflicts and attacks,2016-05-26,"Operation Breaking Terrorism Iraqi security forces and Shiite Popular Mobilization Forces recapture Al-Karmah, about 16 kilometers "
Armed conflicts and attacks,2016-05-27,"The United States reports 70 militants were killed, including ISIL commander Maher al-Bilawi, in a Fallujah airstrike on Wednesday. "
Armed conflicts and attacks,2016-05-30,Iraqi forces reportedly enter the city of Fallujah. Tens of thousands of civilians are trapped in the city. 
Armed conflicts and attacks,2016-06-09,"Two separate car bombs explode in Baghdad, killing at least 20 people. "
Armed conflicts and attacks,2016-06-12,"In the Third Battle of Fallujah, ISIL militants attack a military barracks east of Fallujah, killing more than 50 government soldiers and militia members. At least 12 militants were also killed in the assault. "
Armed conflicts and attacks,2016-06-17,The Iraqi government recaptures the main government compound in Fallujah. 
Armed conflicts and attacks,2016-06-20,"A suicide bombing strikes Camp Taji, killing four Iraqi Army soldiers. "
Armed conflicts and attacks,2016-06-22,"The United Nations reports 80,000 civilians have fled Fallujah, as Iraqi Army and Shia militias retake most of the city from ISIL. "
Armed conflicts and attacks,2016-06-26,The head of the counter terrorism forces which partook in the offensive says that the city of Fallujah has been ''fully liberated''. 
